0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
235.0,255.0,7.0
0.0,255.0,163.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
235.0,255.0,7.0
0.0,255.0,163.0
0.0,255.0,163.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
235.0,255.0,7.0
0.0,255.0,163.0
224.0,255.0,8.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
0.0,255.0,163.0
0.0,255.0,163.0
0.0,255.0,163.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
224.0,255.0,8.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
0.0,112.0,255.0
224.0,255.0,8.0
224.0,255.0,8.0
